"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2051","75 years","Male","Method - M2","Number","33825"
"Population Projections based on Census 2022","2051","75 years","Female","Method - M2","Number","36522"
"Population Projections based on Census 2022","2051","76 years","Male","Method - M2","Number","32852"
"Population Projections based on Census 2022","2051","76 years","Female","Method - M2","Number","35421"
"Population Projections based on Census 2022","2051","77 years","Male","Method - M2","Number","31675"
"Population Projections based on Census 2022","2051","77 years","Female","Method - M2","Number","34559"
"Population Projections based on Census 2022","2051","78 years","Male","Method - M2","Number","30936"
"Population Projections based on Census 2022","2051","78 years","Female","Method - M2","Number","33834"
"Population Projections based on Census 2022","2051","79 years","Male","Method - M2","Number","29840"
"Population Projections based on Census 2022","2051","79 years","Female","Method - M2","Number","32761"
"Population Projections based on Census 2022","2051","80 years","Male","Method - M2","Number","27668"
"Population Projections based on Census 2022","2051","80 years","Female","Method - M2","Number","30706"
"Population Projections based on Census 2022","2051","81 years","Male","Method - M2","Number","26231"
"Population Projections based on Census 2022","2051","81 years","Female","Method - M2","Number","29399"
"Population Projections based on Census 2022","2051","82 years","Male","Method - M2","Number","23983"
"Population Projections based on Census 2022","2051","82 years","Female","Method - M2","Number","26798"
"Population Projections based on Census 2022","2051","83 years","Male","Method - M2","Number","22458"
"Population Projections based on Census 2022","2051","83 years","Female","Method - M2","Number","25831"
"Population Projections based on Census 2022","2051","84 years","Male","Method - M2","Number","20955"
"Population Projections based on Census 2022","2051","84 years","Female","Method - M2","Number","24520"
"Population Projections based on Census 2022","2051","85 years","Male","Method - M2","Number","19163"
"Population Projections based on Census 2022","2051","85 years","Female","Method - M2","Number","23045"
"Population Projections based on Census 2022","2051","86 years","Male","Method - M2","Number","17922"
"Population Projections based on Census 2022","2051","86 years","Female","Method - M2","Number","22236"
"Population Projections based on Census 2022","2051","87 years","Male","Method - M2","Number","16024"
"Population Projections based on Census 2022","2051","87 years","Female","Method - M2","Number","20231"
"Population Projections based on Census 2022","2051","88 years","Male","Method - M2","Number","14372"
"Population Projections based on Census 2022","2051","88 years","Female","Method - M2","Number","18497"
"Population Projections based on Census 2022","2051","89 years","Male","Method - M2","Number","12898"
"Population Projections based on Census 2022","2051","89 years","Female","Method - M2","Number","16873"
"Population Projections based on Census 2022","2051","90 years","Male","Method - M2","Number","11108"
"Population Projections based on Census 2022","2051","90 years","Female","Method - M2","Number","15139"
"Population Projections based on Census 2022","2051","91 years","Male","Method - M2","Number","9605"
"Population Projections based on Census 2022","2051","91 years","Female","Method - M2","Number","13294"
"Population Projections based on Census 2022","2051","92 years","Male","Method - M2","Number","7968"
"Population Projections based on Census 2022","2051","92 years","Female","Method - M2","Number","11210"
"Population Projections based on Census 2022","2051","93 years","Male","Method - M2","Number","6540"
"Population Projections based on Census 2022","2051","93 years","Female","Method - M2","Number","9724"
"Population Projections based on Census 2022","2051","94 years","Male","Method - M2","Number","5444"
"Population Projections based on Census 2022","2051","94 years","Female","Method - M2","Number","8151"
"Population Projections based on Census 2022","2051","95 years","Male","Method - M2","Number","4175"
"Population Projections based on Census 2022","2051","95 years","Female","Method - M2","Number","6618"
"Population Projections based on Census 2022","2051","96 years","Male","Method - M2","Number","3224"
"Population Projections based on Census 2022","2051","96 years","Female","Method - M2","Number","5310"
"Population Projections based on Census 2022","2051","97 years","Male","Method - M2","Number","2306"
"Population Projections based on Census 2022","2051","97 years","Female","Method - M2","Number","3900"
"Population Projections based on Census 2022","2051","98 years","Male","Method - M2","Number","1649"
"Population Projections based on Census 2022","2051","98 years","Female","Method - M2","Number","2962"
"Population Projections based on Census 2022","2051","99 years and over","Male","Method - M2","Number","2591"
"Population Projections based on Census 2022","2051","99 years and over","Female","Method - M2","Number","5171"
"Population Projections based on Census 2022","2052","Under 1 year","Male","Method - M2","Number","25548"
"Population Projections based on Census 2022","2052","Under 1 year","Female","Method - M2","Number","24244"
"Population Projections based on Census 2022","2052","1 year","Male","Method - M2","Number","26065"
"Population Projections based on Census 2022","2052","1 year","Female","Method - M2","Number","24746"
"Population Projections based on Census 2022","2052","2 years","Male","Method - M2","Number","26576"
"Population Projections based on Census 2022","2052","2 years","Female","Method - M2","Number","25230"
"Population Projections based on Census 2022","2052","3 years","Male","Method - M2","Number","27037"
"Population Projections based on Census 2022","2052","3 years","Female","Method - M2","Number","25659"
"Population Projections based on Census 2022","2052","4 years","Male","Method - M2","Number","27453"
"Population Projections based on Census 2022","2052","4 years","Female","Method - M2","Number","26065"
"Population Projections based on Census 2022","2052","5 years","Male","Method - M2","Number","27806"
"Population Projections based on Census 2022","2052","5 years","Female","Method - M2","Number","26368"
"Population Projections based on Census 2022","2052","6 years","Male","Method - M2","Number","28082"
"Population Projections based on Census 2022","2052","6 years","Female","Method - M2","Number","26630"
"Population Projections based on Census 2022","2052","7 years","Male","Method - M2","Number","28312"
"Population Projections based on Census 2022","2052","7 years","Female","Method - M2","Number","26840"
"Population Projections based on Census 2022","2052","8 years","Male","Method - M2","Number","28485"
"Population Projections based on Census 2022","2052","8 years","Female","Method - M2","Number","27012"
"Population Projections based on Census 2022","2052","9 years","Male","Method - M2","Number","28599"
"Population Projections based on Census 2022","2052","9 years","Female","Method - M2","Number","27115"
"Population Projections based on Census 2022","2052","10 years","Male","Method - M2","Number","28655"
"Population Projections based on Census 2022","2052","10 years","Female","Method - M2","Number","27172"
"Population Projections based on Census 2022","2052","11 years","Male","Method - M2","Number","28634"
"Population Projections based on Census 2022","2052","11 years","Female","Method - M2","Number","27144"
"Population Projections based on Census 2022","2052","12 years","Male","Method - M2","Number","28600"
"Population Projections based on Census 2022","2052","12 years","Female","Method - M2","Number","27109"
"Population Projections based on Census 2022","2052","13 years","Male","Method - M2","Number","28529"
"Population Projections based on Census 2022","2052","13 years","Female","Method - M2","Number","27051"
"Population Projections based on Census 2022","2052","14 years","Male","Method - M2","Number","28388"
"Population Projections based on Census 2022","2052","14 years","Female","Method - M2","Number","26919"
"Population Projections based on Census 2022","2052","15 years","Male","Method - M2","Number","28560"
"Population Projections based on Census 2022","2052","15 years","Female","Method - M2","Number","27235"
"Population Projections based on Census 2022","2052","16 years","Male","Method - M2","Number","28698"
"Population Projections based on Census 2022","2052","16 years","Female","Method - M2","Number","27521"
"Population Projections based on Census 2022","2052","17 years","Male","Method - M2","Number","28866"
"Population Projections based on Census 2022","2052","17 years","Female","Method - M2","Number","27752"
"Population Projections based on Census 2022","2052","18 years","Male","Method - M2","Number","28957"
"Population Projections based on Census 2022","2052","18 years","Female","Method - M2","Number","27962"
"Population Projections based on Census 2022","2052","19 years","Male","Method - M2","Number","29056"
"Population Projections based on Census 2022","2052","19 years","Female","Method - M2","Number","28208"
"Population Projections based on Census 2022","2052","20 years","Male","Method - M2","Number","29226"
"Population Projections based on Census 2022","2052","20 years","Female","Method - M2","Number","28511"
"Population Projections based on Census 2022","2052","21 years","Male","Method - M2","Number","29386"
"Population Projections based on Census 2022","2052","21 years","Female","Method - M2","Number","28776"
"Population Projections based on Census 2022","2052","22 years","Male","Method - M2","Number","29535"
"Population Projections based on Census 2022","2052","22 years","Female","Method - M2","Number","29021"
"Population Projections based on Census 2022","2052","23 years","Male","Method - M2","Number","29692"
"Population Projections based on Census 2022","2052","23 years","Female","Method - M2","Number","29286"
"Population Projections based on Census 2022","2052","24 years","Male","Method - M2","Number","29949"
"Population Projections based on Census 2022","2052","24 years","Female","Method - M2","Number","29605"
"Population Projections based on Census 2022","2052","25 years","Male","Method - M2","Number","30834"
"Population Projections based on Census 2022","2052","25 years","Female","Method - M2","Number","30569"
"Population Projections based on Census 2022","2052","26 years","Male","Method - M2","Number","31731"
"Population Projections based on Census 2022","2052","26 years","Female","Method - M2","Number","31549"
"Population Projections based on Census 2022","2052","27 years","Male","Method - M2","Number","32527"
"Population Projections based on Census 2022","2052","27 years","Female","Method - M2","Number","32446"
"Population Projections based on Census 2022","2052","28 years","Male","Method - M2","Number","33327"
"Population Projections based on Census 2022","2052","28 years","Female","Method - M2","Number","33322"
"Population Projections based on Census 2022","2052","29 years","Male","Method - M2","Number","34945"
"Population Projections based on Census 2022","2052","29 years","Female","Method - M2","Number","34949"
"Population Projections based on Census 2022","2052","30 years","Male","Method - M2","Number","35266"
"Population Projections based on Census 2022","2052","30 years","Female","Method - M2","Number","35455"
"Population Projections based on Census 2022","2052","31 years","Male","Method - M2","Number","34898"
"Population Projections based on Census 2022","2052","31 years","Female","Method - M2","Number","35235"
"Population Projections based on Census 2022","2052","32 years","Male","Method - M2","Number","36316"
"Population Projections based on Census 2022","2052","32 years","Female","Method - M2","Number","36846"
"Population Projections based on Census 2022","2052","33 years","Male","Method - M2","Number","37254"
"Population Projections based on Census 2022","2052","33 years","Female","Method - M2","Number","37708"
"Population Projections based on Census 2022","2052","34 years","Male","Method - M2","Number","38130"
"Population Projections based on Census 2022","2052","34 years","Female","Method - M2","Number","38391"
"Population Projections based on Census 2022","2052","35 years","Male","Method - M2","Number","39255"
"Population Projections based on Census 2022","2052","35 years","Female","Method - M2","Number","40193"
"Population Projections based on Census 2022","2052","36 years","Male","Method - M2","Number","40753"
"Population Projections based on Census 2022","2052","36 years","Female","Method - M2","Number","41783"
"Population Projections based on Census 2022","2052","37 years","Male","Method - M2","Number","42214"
"Population Projections based on Census 2022","2052","37 years","Female","Method - M2","Number","42992"
"Population Projections based on Census 2022","2052","38 years","Male","Method - M2","Number","43174"
"Population Projections based on Census 2022","2052","38 years","Female","Method - M2","Number","44165"
"Population Projections based on Census 2022","2052","39 years","Male","Method - M2","Number","43967"
"Population Projections based on Census 2022","2052","39 years","Female","Method - M2","Number","45231"
"Population Projections based on Census 2022","2052","40 years","Male","Method - M2","Number","45184"
"Population Projections based on Census 2022","2052","40 years","Female","Method - M2","Number","46391"
"Population Projections based on Census 2022","2052","41 years","Male","Method - M2","Number","45485"
"Population Projections based on Census 2022","2052","41 years","Female","Method - M2","Number","47481"
"Population Projections based on Census 2022","2052","42 years","Male","Method - M2","Number","46342"
"Population Projections based on Census 2022","2052","42 years","Female","Method - M2","Number","48362"
"Population Projections based on Census 2022","2052","43 years","Male","Method - M2","Number","46034"
"Population Projections based on Census 2022","2052","43 years","Female","Method - M2","Number","48291"
"Population Projections based on Census 2022","2052","44 years","Male","Method - M2","Number","45460"
"Population Projections based on Census 2022","2052","44 years","Female","Method - M2","Number","48216"
"Population Projections based on Census 2022","2052","45 years","Male","Method - M2","Number","43945"
"Population Projections based on Census 2022","2052","45 years","Female","Method - M2","Number","46308"
"Population Projections based on Census 2022","2052","46 years","Male","Method - M2","Number","42703"
"Population Projections based on Census 2022","2052","46 years","Female","Method - M2","Number","44981"
"Population Projections based on Census 2022","2052","47 years","Male","Method - M2","Number","42865"
"Population Projections based on Census 2022","2052","47 years","Female","Method - M2","Number","44535"
"Population Projections based on Census 2022","2052","48 years","Male","Method - M2","Number","41820"
"Population Projections based on Census 2022","2052","48 years","Female","Method - M2","Number","44347"
"Population Projections based on Census 2022","2052","49 years","Male","Method - M2","Number","41052"
"Population Projections based on Census 2022","2052","49 years","Female","Method - M2","Number","43492"
"Population Projections based on Census 2022","2052","50 years","Male","Method - M2","Number","40606"
"Population Projections based on Census 2022","2052","50 years","Female","Method - M2","Number","43287"
"Population Projections based on Census 2022","2052","51 years","Male","Method - M2","Number","39757"
"Population Projections based on Census 2022","2052","51 years","Female","Method - M2","Number","42094"
"Population Projections based on Census 2022","2052","52 years","Male","Method - M2","Number","40374"
"Population Projections based on Census 2022","2052","52 years","Female","Method - M2","Number","42824"
"Population Projections based on Census 2022","2052","53 years","Male","Method - M2","Number","40101"
"Population Projections based on Census 2022","2052","53 years","Female","Method - M2","Number","42116"
"Population Projections based on Census 2022","2052","54 years","Male","Method - M2","Number","39623"
"Population Projections based on Census 2022","2052","54 years","Female","Method - M2","Number","41529"
"Population Projections based on Census 2022","2052","55 years","Male","Method - M2","Number","38898"
"Population Projections based on Census 2022","2052","55 years","Female","Method - M2","Number","40932"
"Population Projections based on Census 2022","2052","56 years","Male","Method - M2","Number","37703"
"Population Projections based on Census 2022","2052","56 years","Female","Method - M2","Number","39827"
"Population Projections based on Census 2022","2052","57 years","Male","Method - M2","Number","37088"
"Population Projections based on Census 2022","2052","57 years","Female","Method - M2","Number","39930"
"Population Projections based on Census 2022","2052","58 years","Male","Method - M2","Number","36385"
"Population Projections based on Census 2022","2052","58 years","Female","Method - M2","Number","39566"
"Population Projections based on Census 2022","2052","59 years","Male","Method - M2","Number","36965"
"Population Projections based on Census 2022","2052","59 years","Female","Method - M2","Number","40210"
"Population Projections based on Census 2022","2052","60 years","Male","Method - M2","Number","37597"
"Population Projections based on Census 2022","2052","60 years","Female","Method - M2","Number","41902"
"Population Projections based on Census 2022","2052","61 years","Male","Method - M2","Number","38276"
"Population Projections based on Census 2022","2052","61 years","Female","Method - M2","Number","42068"
"Population Projections based on Census 2022","2052","62 years","Male","Method - M2","Number","38027"
"Population Projections based on Census 2022","2052","62 years","Female","Method - M2","Number","42343"
"Population Projections based on Census 2022","2052","63 years","Male","Method - M2","Number","37217"
"Population Projections based on Census 2022","2052","63 years","Female","Method - M2","Number","41978"
"Population Projections based on Census 2022","2052","64 years","Male","Method - M2","Number","37989"
"Population Projections based on Census 2022","2052","64 years","Female","Method - M2","Number","43272"
"Population Projections based on Census 2022","2052","65 years","Male","Method - M2","Number","39237"
"Population Projections based on Census 2022","2052","65 years","Female","Method - M2","Number","44510"
"Population Projections based on Census 2022","2052","66 years","Male","Method - M2","Number","39419"
"Population Projections based on Census 2022","2052","66 years","Female","Method - M2","Number","44632"
"Population Projections based on Census 2022","2052","67 years","Male","Method - M2","Number","39441"
"Population Projections based on Census 2022","2052","67 years","Female","Method - M2","Number","44273"
"Population Projections based on Census 2022","2052","68 years","Male","Method - M2","Number","39937"
"Population Projections based on Census 2022","2052","68 years","Female","Method - M2","Number","45202"
"Population Projections based on Census 2022","2052","69 years","Male","Method - M2","Number","40352"
"Population Projections based on Census 2022","2052","69 years","Female","Method - M2","Number","46055"
"Population Projections based on Census 2022","2052","70 years","Male","Method - M2","Number","41491"
"Population Projections based on Census 2022","2052","70 years","Female","Method - M2","Number","46170"
"Population Projections based on Census 2022","2052","71 years","Male","Method - M2","Number","41263"
"Population Projections based on Census 2022","2052","71 years","Female","Method - M2","Number","45379"
"Population Projections based on Census 2022","2052","72 years","Male","Method - M2","Number","40581"
"Population Projections based on Census 2022","2052","72 years","Female","Method - M2","Number","44144"
"Population Projections based on Census 2022","2052","73 years","Male","Method - M2","Number","37460"
"Population Projections based on Census 2022","2052","73 years","Female","Method - M2","Number","41221"
"Population Projections based on Census 2022","2052","74 years","Male","Method - M2","Number","35073"
"Population Projections based on Census 2022","2052","74 years","Female","Method - M2","Number","38212"
"Population Projections based on Census 2022","2052","75 years","Male","Method - M2","Number","34475"
"Population Projections based on Census 2022","2052","75 years","Female","Method - M2","Number","37132"
"Population Projections based on Census 2022","2052","76 years","Male","Method - M2","Number","33205"
"Population Projections based on Census 2022","2052","76 years","Female","Method - M2","Number","36095"
"Population Projections based on Census 2022","2052","77 years","Male","Method - M2","Number","32173"
"Population Projections based on Census 2022","2052","77 years","Female","Method - M2","Number","34949"
"Population Projections based on Census 2022","2052","78 years","Male","Method - M2","Number","30947"
"Population Projections based on Census 2022","2052","78 years","Female","Method - M2","Number","34038"
"Population Projections based on Census 2022","2052","79 years","Male","Method - M2","Number","30146"
"Population Projections based on Census 2022","2052","79 years","Female","Method - M2","Number","33260"
"Population Projections based on Census 2022","2052","80 years","Male","Method - M2","Number","28993"
"Population Projections based on Census 2022","2052","80 years","Female","Method - M2","Number","32128"
"Population Projections based on Census 2022","2052","81 years","Male","Method - M2","Number","26795"
"Population Projections based on Census 2022","2052","81 years","Female","Method - M2","Number","30032"
"Population Projections based on Census 2022","2052","82 years","Male","Method - M2","Number","25301"
"Population Projections based on Census 2022","2052","82 years","Female","Method - M2","Number","28658"
"Population Projections based on Census 2022","2052","83 years","Male","Method - M2","Number","23005"
"Population Projections based on Census 2022","2052","83 years","Female","Method - M2","Number","26012"
"Population Projections based on Census 2022","2052","84 years","Male","Method - M2","Number","21420"
"Population Projections based on Census 2022","2052","84 years","Female","Method - M2","Number","24965"
"Population Projections based on Census 2022","2052","85 years","Male","Method - M2","Number","19864"
"Population Projections based on Census 2022","2052","85 years","Female","Method - M2","Number","23580"
"Population Projections based on Census 2022","2052","86 years","Male","Method - M2","Number","18031"
"Population Projections based on Census 2022","2052","86 years","Female","Method - M2","Number","22024"
"Population Projections based on Census 2022","2052","87 years","Male","Method - M2","Number","16738"
"Population Projections based on Census 2022","2052","87 years","Female","Method - M2","Number","21123"
"Population Projections based on Census 2022","2052","88 years","Male","Method - M2","Number","14842"
"Population Projections based on Census 2022","2052","88 years","Female","Method - M2","Number","19085"
"Population Projections based on Census 2022","2052","89 years","Male","Method - M2","Number","13193"
"Population Projections based on Census 2022","2052","89 years","Female","Method - M2","Number","17316"
"Population Projections based on Census 2022","2052","90 years","Male","Method - M2","Number","11730"
"Population Projections based on Census 2022","2052","90 years","Female","Method - M2","Number","15661"
"Population Projections based on Census 2022","2052","91 years","Male","Method - M2","Number","9992"
"Population Projections based on Census 2022","2052","91 years","Female","Method - M2","Number","13922"
"Population Projections based on Census 2022","2052","92 years","Male","Method - M2","Number","8513"
"Population Projections based on Census 2022","2052","92 years","Female","Method - M2","Number","12064"
"Population Projections based on Census 2022","2052","93 years","Male","Method - M2","Number","6906"
"Population Projections based on Census 2022","2052","93 years","Female","Method - M2","Number","9982"
"Population Projections based on Census 2022","2052","94 years","Male","Method - M2","Number","5530"
"Population Projections based on Census 2022","2052","94 years","Female","Method - M2","Number","8469"
"Population Projections based on Census 2022","2052","95 years","Male","Method - M2","Number","4476"
"Population Projections based on Census 2022","2052","95 years","Female","Method - M2","Number","6918"
"Population Projections based on Census 2022","2052","96 years","Male","Method - M2","Number","3315"
"Population Projections based on Census 2022","2052","96 years","Female","Method - M2","Number","5442"
"Population Projections based on Census 2022","2052","97 years","Male","Method - M2","Number","2466"
"Population Projections based on Census 2022","2052","97 years","Female","Method - M2","Number","4217"
"Population Projections based on Census 2022","2052","98 years","Male","Method - M2","Number","1688"
"Population Projections based on Census 2022","2052","98 years","Female","Method - M2","Number","2979"
"Population Projections based on Census 2022","2052","99 years and over","Male","Method - M2","Number","2758"
"Population Projections based on Census 2022","2052","99 years and over","Female","Method - M2","Number","5489"
"Population Projections based on Census 2022","2053","Under 1 year","Male","Method - M2","Number","25229"
"Population Projections based on Census 2022","2053","Under 1 year","Female","Method - M2","Number","23943"
"Population Projections based on Census 2022","2053","1 year","Male","Method - M2","Number","25728"
"Population Projections based on Census 2022","2053","1 year","Female","Method - M2","Number","24425"
"Population Projections based on Census 2022","2053","2 years","Male","Method - M2","Number","26252"
"Population Projections based on Census 2022","2053","2 years","Female","Method - M2","Number","24923"
"Population Projections based on Census 2022","2053","3 years","Male","Method - M2","Number","26740"
"Population Projections based on Census 2022","2053","3 years","Female","Method - M2","Number","25377"
"Population Projections based on Census 2022","2053","4 years","Male","Method - M2","Number","27197"
"Population Projections based on Census 2022","2053","4 years","Female","Method - M2","Number","25822"
"Population Projections based on Census 2022","2053","5 years","Male","Method - M2","Number","27634"
"Population Projections based on Census 2022","2053","5 years","Female","Method - M2","Number","26205"
"Population Projections based on Census 2022","2053","6 years","Male","Method - M2","Number","27972"
"Population Projections based on Census 2022","2053","6 years","Female","Method - M2","Number","26524"
"Population Projections based on Census 2022","2053","7 years","Male","Method - M2","Number","28243"
"Population Projections based on Census 2022","2053","7 years","Female","Method - M2","Number","26775"
"Population Projections based on Census 2022","2053","8 years","Male","Method - M2","Number","28458"
"Population Projections based on Census 2022","2053","8 years","Female","Method - M2","Number","26986"
"Population Projections based on Census 2022","2053","9 years","Male","Method - M2","Number","28635"
"Population Projections based on Census 2022","2053","9 years","Female","Method - M2","Number","27149"
"Population Projections based on Census 2022","2053","10 years","Male","Method - M2","Number","28752"
"Population Projections based on Census 2022","2053","10 years","Female","Method - M2","Number","27266"
"Population Projections based on Census 2022","2053","11 years","Male","Method - M2","Number","28814"
"Population Projections based on Census 2022","2053","11 years","Female","Method - M2","Number","27314"
"Population Projections based on Census 2022","2053","12 years","Male","Method - M2","Number","28792"
"Population Projections based on Census 2022","2053","12 years","Female","Method - M2","Number","27293"
"Population Projections based on Census 2022","2053","13 years","Male","Method - M2","Number","28756"
"Population Projections based on Census 2022","2053","13 years","Female","Method - M2","Number","27265"
"Population Projections based on Census 2022","2053","14 years","Male","Method - M2","Number","28635"
"Population Projections based on Census 2022","2053","14 years","Female","Method - M2","Number","27152"
"Population Projections based on Census 2022","2053","15 years","Male","Method - M2","Number","28471"
"Population Projections based on Census 2022","2053","15 years","Female","Method - M2","Number","27151"
"Population Projections based on Census 2022","2053","16 years","Male","Method - M2","Number","28648"
"Population Projections based on Census 2022","2053","16 years","Female","Method - M2","Number","27472"
"Population Projections based on Census 2022","2053","17 years","Male","Method - M2","Number","28815"
"Population Projections based on Census 2022","2053","17 years","Female","Method - M2","Number","27706"
"Population Projections based on Census 2022","2053","18 years","Male","Method - M2","Number","28921"
"Population Projections based on Census 2022","2053","18 years","Female","Method - M2","Number","27928"
"Population Projections based on Census 2022","2053","19 years","Male","Method - M2","Number","28983"
"Population Projections based on Census 2022","2053","19 years","Female","Method - M2","Number","28136"
"Population Projections based on Census 2022","2053","20 years","Male","Method - M2","Number","29068"
"Population Projections based on Census 2022","2053","20 years","Female","Method - M2","Number","28361"
"Population Projections based on Census 2022","2053","21 years","Male","Method - M2","Number","29222"
"Population Projections based on Census 2022","2053","21 years","Female","Method - M2","Number","28617"
"Population Projections based on Census 2022","2053","22 years","Male","Method - M2","Number","29371"
"Population Projections based on Census 2022","2053","22 years","Female","Method - M2","Number","28864"
"Population Projections based on Census 2022","2053","23 years","Male","Method - M2","Number","29509"
"Population Projections based on Census 2022","2053","23 years","Female","Method - M2","Number","29113"
"Population Projections based on Census 2022","2053","24 years","Male","Method - M2","Number","29681"
"Population Projections based on Census 2022","2053","24 years","Female","Method - M2","Number","29350"
"Population Projections based on Census 2022","2053","25 years","Male","Method - M2","Number","30458"
"Population Projections based on Census 2022","2053","25 years","Female","Method - M2","Number","30206"
"Population Projections based on Census 2022","2053","26 years","Male","Method - M2","Number","31298"
"Population Projections based on Census 2022","2053","26 years","Female","Method - M2","Number","31141"
"Population Projections based on Census 2022","2053","27 years","Male","Method - M2","Number","32169"
"Population Projections based on Census 2022","2053","27 years","Female","Method - M2","Number","32105"
"Population Projections based on Census 2022","2053","28 years","Male","Method - M2","Number","32955"
"Population Projections based on Census 2022","2053","28 years","Female","Method - M2","Number","32971"
"Population Projections based on Census 2022","2053","29 years","Male","Method - M2","Number","33741"
"Population Projections based on Census 2022","2053","29 years","Female","Method - M2","Number","33806"
"Population Projections based on Census 2022","2053","30 years","Male","Method - M2","Number","35326"
"Population Projections based on Census 2022","2053","30 years","Female","Method - M2","Number","35420"
"Population Projections based on Census 2022","2053","31 years","Male","Method - M2","Number","35634"
"Population Projections based on Census 2022","2053","31 years","Female","Method - M2","Number","35908"
"Population Projections based on Census 2022","2053","32 years","Male","Method - M2","Number","35244"
"Population Projections based on Census 2022","2053","32 years","Female","Method - M2","Number","35692"
"Population Projections based on Census 2022","2053","33 years","Male","Method - M2","Number","36632"
"Population Projections based on Census 2022","2053","33 years","Female","Method - M2","Number","37293"
"Population Projections based on Census 2022","2053","34 years","Male","Method - M2","Number","37596"
"Population Projections based on Census 2022","2053","34 years","Female","Method - M2","Number","38173"
"Population Projections based on Census 2022","2053","35 years","Male","Method - M2","Number","38419"
"Population Projections based on Census 2022","2053","35 years","Female","Method - M2","Number","38827"
"Population Projections based on Census 2022","2053","36 years","Male","Method - M2","Number","39549"
"Population Projections based on Census 2022","2053","36 years","Female","Method - M2","Number","40629"
"Population Projections based on Census 2022","2053","37 years","Male","Method - M2","Number","41022"
"Population Projections based on Census 2022","2053","37 years","Female","Method - M2","Number","42197"
"Population Projections based on Census 2022","2053","38 years","Male","Method - M2","Number","42473"
"Population Projections based on Census 2022","2053","38 years","Female","Method - M2","Number","43411"
"Population Projections based on Census 2022","2053","39 years","Male","Method - M2","Number","43444"
"Population Projections based on Census 2022","2053","39 years","Female","Method - M2","Number","44604"
"Population Projections based on Census 2022","2053","40 years","Male","Method - M2","Number","44248"
"Population Projections based on Census 2022","2053","40 years","Female","Method - M2","Number","45671"
"Population Projections based on Census 2022","2053","41 years","Male","Method - M2","Number","45458"
"Population Projections based on Census 2022","2053","41 years","Female","Method - M2","Number","46848"
"Population Projections based on Census 2022","2053","42 years","Male","Method - M2","Number","45807"
"Population Projections based on Census 2022","2053","42 years","Female","Method - M2","Number","47963"
"Population Projections based on Census 2022","2053","43 years","Male","Method - M2","Number","46662"
"Population Projections based on Census 2022","2053","43 years","Female","Method - M2","Number","48845"
"Population Projections based on Census 2022","2053","44 years","Male","Method - M2","Number","46370"
"Population Projections based on Census 2022","2053","44 years","Female","Method - M2","Number","48770"
"Population Projections based on Census 2022","2053","45 years","Male","Method - M2","Number","45491"
"Population Projections based on Census 2022","2053","45 years","Female","Method - M2","Number","48242"
"Population Projections based on Census 2022","2053","46 years","Male","Method - M2","Number","43949"
"Population Projections based on Census 2022","2053","46 years","Female","Method - M2","Number","46339"
"Population Projections based on Census 2022","2053","47 years","Male","Method - M2","Number","42726"
"Population Projections based on Census 2022","2053","47 years","Female","Method - M2","Number","45011"
"Population Projections based on Census 2022","2053","48 years","Male","Method - M2","Number","42899"
"Population Projections based on Census 2022","2053","48 years","Female","Method - M2","Number","44589"
"Population Projections based on Census 2022","2053","49 years","Male","Method - M2","Number","41877"
"Population Projections based on Census 2022","2053","49 years","Female","Method - M2","Number","44404"
"Population Projections based on Census 2022","2053","50 years","Male","Method - M2","Number","41106"
"Population Projections based on Census 2022","2053","50 years","Female","Method - M2","Number","43555"
"Population Projections based on Census 2022","2053","51 years","Male","Method - M2","Number","40659"
"Population Projections based on Census 2022","2053","51 years","Female","Method - M2","Number","43347"
"Population Projections based on Census 2022","2053","52 years","Male","Method - M2","Number","39814"
"Population Projections based on Census 2022","2053","52 years","Female","Method - M2","Number","42148"
"Population Projections based on Census 2022","2053","53 years","Male","Method - M2","Number","40424"
"Population Projections based on Census 2022","2053","53 years","Female","Method - M2","Number","42874"
"Population Projections based on Census 2022","2053","54 years","Male","Method - M2","Number","40159"
"Population Projections based on Census 2022","2053","54 years","Female","Method - M2","Number","42169"
"Population Projections based on Census 2022","2053","55 years","Male","Method - M2","Number","39668"
"Population Projections based on Census 2022","2053","55 years","Female","Method - M2","Number","41588"
"Population Projections based on Census 2022","2053","56 years","Male","Method - M2","Number","38945"
"Population Projections based on Census 2022","2053","56 years","Female","Method - M2","Number","40984"
"Population Projections based on Census 2022","2053","57 years","Male","Method - M2","Number","37745"
"Population Projections based on Census 2022","2053","57 years","Female","Method - M2","Number","39869"
"Population Projections based on Census 2022","2053","58 years","Male","Method - M2","Number","37122"
"Population Projections based on Census 2022","2053","58 years","Female","Method - M2","Number","39976"
"Population Projections based on Census 2022","2053","59 years","Male","Method - M2","Number","36412"
"Population Projections based on Census 2022","2053","59 years","Female","Method - M2","Number","39624"
"Population Projections based on Census 2022","2053","60 years","Male","Method - M2","Number","36983"
"Population Projections based on Census 2022","2053","60 years","Female","Method - M2","Number","40256"
"Population Projections based on Census 2022","2053","61 years","Male","Method - M2","Number","37613"
"Population Projections based on Census 2022","2053","61 years","Female","Method - M2","Number","41928"
"Population Projections based on Census 2022","2053","62 years","Male","Method - M2","Number","38266"
"Population Projections based on Census 2022","2053","62 years","Female","Method - M2","Number","42083"
