Statistic Label,Census Year,Sex,Smoking Tobacco Products,Age Group,County,UNIT,VALUE
Population,2022,Female,Dont smoke - gave up,0 - 14 years,South Dublin,Number,213.0
Population,2022,Female,Dont smoke - gave up,15-19 years,South Dublin,Number,228.0
Population,2022,Female,Dont smoke - gave up,20-24 years,South Dublin,Number,537.0
Population,2022,Female,Dont smoke - gave up,25-29 years,South Dublin,Number,975.0
Population,2022,Female,Dont smoke - gave up,30-34 years,South Dublin,Number,1740.0
Population,2022,Female,Dont smoke - gave up,35-39 years,South Dublin,Number,2616.0
Population,2022,Female,Dont smoke - gave up,40-44 years,South Dublin,Number,3190.0
Population,2022,Female,Dont smoke - gave up,45-49 years,South Dublin,Number,2720.0
Population,2022,Female,Dont smoke - gave up,50-54 years,South Dublin,Number,2273.0
Population,2022,Female,Dont smoke - gave up,55-59 years,South Dublin,Number,2145.0
Population,2022,Female,Dont smoke - gave up,60-64 years,South Dublin,Number,2254.0
Population,2022,Female,Dont smoke - gave up,65-69 years,South Dublin,Number,2288.0
Population,2022,Female,Dont smoke - gave up,70-74 years,South Dublin,Number,1923.0
Population,2022,Female,Dont smoke - gave up,75-79 years,South Dublin,Number,1260.0
Population,2022,Female,Dont smoke - gave up,80-84 years,South Dublin,Number,656.0
Population,2022,Female,Dont smoke - gave up,85-89 years,South Dublin,Number,428.0
Population,2022,Female,Dont smoke - gave up,95 years and over,South Dublin,Number,30.0
Population,2022,Female,Dont smoke - gave up,All Ages,Kildare,Number,21546.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Kildare,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Kildare,Number,230.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Kildare,Number,467.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Kildare,Number,810.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Kildare,Number,1422.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Kildare,Number,2424.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Kildare,Number,2858.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Kildare,Number,2624.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Kildare,Number,2292.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Kildare,Number,1999.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Kildare,Number,1733.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Kildare,Number,1620.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Kildare,Number,1273.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Kildare,Number,869.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Kildare,Number,433.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Kildare,Number,314.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Kildare,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,Kilkenny,Number,9781.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Kilkenny,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Kilkenny,Number,100.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Kilkenny,Number,170.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Kilkenny,Number,321.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Kilkenny,Number,557.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Kilkenny,Number,902.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Kilkenny,Number,1116.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Kilkenny,Number,1091.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Kilkenny,Number,1050.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Kilkenny,Number,969.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Kilkenny,Number,947.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Kilkenny,Number,810.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Kilkenny,Number,653.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Kilkenny,Number,490.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Kilkenny,Number,276.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Kilkenny,Number,226.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Kilkenny,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,Laois,Number,7991.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Laois,Number,90.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Laois,Number,96.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Laois,Number,169.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Laois,Number,306.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Laois,Number,531.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Laois,Number,928.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Laois,Number,986.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Laois,Number,923.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Laois,Number,803.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Laois,Number,744.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Laois,Number,708.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Laois,Number,604.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Laois,Number,438.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Laois,Number,312.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Laois,Number,200.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Laois,Number,145.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Laois,Number,8.0
Population,2022,Female,Dont smoke - gave up,All Ages,Longford,Number,3836.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Longford,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Longford,Number,56.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Longford,Number,67.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Longford,Number,131.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Longford,Number,207.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Longford,Number,394.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Longford,Number,433.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Longford,Number,400.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Longford,Number,383.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Longford,Number,310.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Longford,Number,331.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Longford,Number,358.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Longford,Number,292.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Longford,Number,225.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Longford,Number,114.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Longford,Number,98.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Longford,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,Louth,Number,12829.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Louth,Number,125.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Louth,Number,119.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Louth,Number,285.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Louth,Number,511.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Louth,Number,796.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Louth,Number,1219.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Louth,Number,1571.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Louth,Number,1414.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Louth,Number,1360.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Louth,Number,1147.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Louth,Number,1118.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Louth,Number,992.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Louth,Number,845.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Louth,Number,670.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Louth,Number,396.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Louth,Number,247.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Louth,Number,14.0
Population,2022,Female,Dont smoke - gave up,All Ages,Meath,Number,19416.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Meath,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Meath,Number,173.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Meath,Number,375.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Meath,Number,615.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Meath,Number,1313.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Meath,Number,2188.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Meath,Number,2630.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Meath,Number,2337.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Meath,Number,2105.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Meath,Number,1684.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Meath,Number,1533.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Meath,Number,1405.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Meath,Number,1184.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Meath,Number,876.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Meath,Number,461.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Meath,Number,358.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Meath,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,Offaly,Number,7472.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Offaly,Number,60.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Offaly,Number,81.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Offaly,Number,156.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Offaly,Number,309.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Offaly,Number,496.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Offaly,Number,710.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Offaly,Number,839.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Offaly,Number,783.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Offaly,Number,766.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Offaly,Number,653.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Offaly,Number,687.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Offaly,Number,649.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Offaly,Number,518.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Offaly,Number,348.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Offaly,Number,230.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Offaly,Number,
Population,2022,Female,Dont smoke - gave up,95 years and over,Offaly,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,Westmeath,Number,8656.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Westmeath,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Westmeath,Number,64.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Westmeath,Number,181.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Westmeath,Number,342.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Westmeath,Number,531.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Westmeath,Number,881.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Westmeath,Number,954.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Westmeath,Number,928.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Westmeath,Number,921.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Westmeath,Number,826.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Westmeath,Number,802.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Westmeath,Number,734.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Westmeath,Number,563.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Westmeath,Number,457.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Westmeath,Number,220.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Westmeath,Number,185.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Westmeath,Number,
Population,2022,Female,Dont smoke - gave up,All Ages,Wexford,Number,16718.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Wexford,Number,142.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Wexford,Number,161.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Wexford,Number,337.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Wexford,Number,572.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Wexford,Number,1010.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Wexford,Number,1434.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Wexford,Number,1852.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Wexford,Number,1751.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Wexford,Number,1762.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Wexford,Number,1765.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Wexford,Number,1645.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Wexford,Number,1440.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Wexford,Number,1114.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Wexford,Number,873.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Wexford,Number,465.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Wexford,Number,365.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Wexford,Number,30.0
Population,2022,Female,Dont smoke - gave up,All Ages,Wicklow,Number,15269.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Wicklow,Number,99.0
Population,2022,Female,Dont smoke - gave up,15-19 years,Wicklow,Number,140.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Wicklow,Number,255.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Wicklow,Number,466.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Wicklow,Number,889.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Wicklow,Number,1482.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Wicklow,Number,1861.0
Population,2022,Female,Dont smoke - gave up,45-49 years,Wicklow,Number,1728.0
Population,2022,Female,Dont smoke - gave up,50-54 years,Wicklow,Number,1660.0
Population,2022,Female,Dont smoke - gave up,55-59 years,Wicklow,Number,1560.0
Population,2022,Female,Dont smoke - gave up,60-64 years,Wicklow,Number,1370.0
Population,2022,Female,Dont smoke - gave up,65-69 years,Wicklow,Number,1278.0
Population,2022,Female,Dont smoke - gave up,70-74 years,Wicklow,Number,1016.0
Population,2022,Female,Dont smoke - gave up,75-79 years,Wicklow,Number,733.0
Population,2022,Female,Dont smoke - gave up,80-84 years,Wicklow,Number,445.0
Population,2022,Female,Dont smoke - gave up,85-89 years,Wicklow,Number,266.0
Population,2022,Female,Dont smoke - gave up,95 years and over,Wicklow,Number,21.0
Population,2022,Female,Dont smoke - gave up,All Ages,Clare,Number,12505.0
Population,2022,Female,Dont smoke - gave up,0 - 14 years,Clare,Number,
Population,2022,Female,Dont smoke - gave up,15-19 years,Clare,Number,117.0
Population,2022,Female,Dont smoke - gave up,20-24 years,Clare,Number,227.0
Population,2022,Female,Dont smoke - gave up,25-29 years,Clare,Number,395.0
Population,2022,Female,Dont smoke - gave up,30-34 years,Clare,Number,656.0
Population,2022,Female,Dont smoke - gave up,35-39 years,Clare,Number,1076.0
Population,2022,Female,Dont smoke - gave up,40-44 years,Clare,Number,1355.0
